name,province,company,langue,date_naissance,agee,age_permis,numeropol
Beth Edwards,New Brunswick,Garza-Stone,en,1962-05-19,55,23,81852
Amanda Rodriguez,New Brunswick,"Munoz, Quinn and Armstrong",en,1988-11-02,28,22,81853
Kyle Evans,Nova Scotia,"Miller, Evans and Mcdonald",en,1960-01-01,57,22,81859
Jose Smith,Quebec,Hodges Group,en,1947-03-20,70,30,81864
Angela Hanson,British Columbia,"Duarte, Walsh and Rodriguez",fr,1961-10-10,55,22,81870
Sydney Mccoy,New Brunswick,"Davis, Trevino and Davis",fr,1989-02-08,28,21,81871
Eric Parker,Quebec,"Baker, Brennan and Lopez",en,1984-10-28,32,29,81873
Dean Haas,Newfoundland and Labrador,"Williams, Johnson and Henry",fr,1977-05-10,40,30,81876
Lori Brewer,Nova Scotia,Johnson-Spencer,en,1991-07-16,25,21,81882
James Brown,Quebec,Mccall PLC,en,1963-10-19,53,34,81893
Victoria Barnett,Alberta,Armstrong Group,en,1949-12-14,67,33,81913
Stephanie Kelly,Saskatchewan,Walker PLC,en,1948-12-08,68,17,81916
Jessica Ingram,Manitoba,Ramirez Ltd,en,1992-09-09,24,24,81918
Matthew Perez,Newfoundland and Labrador,"Webb, Jordan and Rivas",en,1991-02-02,26,26,81922
Gail Juarez,Ontario,Hernandez-Young,en,1969-03-13,48,32,81927
Jason Friedman,Ontario,Jones-Smith,fr,1965-11-20,51,22,81932
Evelyn Ortega,Newfoundland and Labrador,"Taylor, Sandoval and Oconnell",fr,1944-09-24,72,26,81939
Julie Lara,Ontario,Malone-Edwards,fr,1993-10-22,23,23,81943
Lisa Smith,Alberta,Odom Ltd,fr,1991-02-23,26,26,81947
Karen Gibson,Nova Scotia,"Silva, Mcmahon and Gonzalez",en,1986-08-09,30,27,81950
Lisa Wood,New Brunswick,Wolf and Sons,en,1997-09-25,19,19,81964
Kelly Cox,Manitoba,Ferrell-Parker,en,1947-06-08,69,26,81965
Christina Smith,New Brunswick,Harris Inc,fr,1960-02-14,57,22,81981
Erica Martin,Northwest Territories,Roth LLC,fr,1963-07-14,53,33,81989
Brittany Davis,Northwest Territories,"Harris, Schroeder and James",fr,1989-07-14,27,19,82009
Martin Burns,Manitoba,"Anderson, Hill and Baxter",fr,1948-09-06,68,31,82010
Keith Rios,British Columbia,Sullivan PLC,fr,1960-01-20,57,17,82011
Robin Haas,Saskatchewan,Wallace-Velasquez,en,1977-06-03,39,18,82029
Peggy Moran,New Brunswick,Fuller PLC,en,1949-03-12,68,24,82031
Nicholas Hicks,Nova Scotia,Lee Inc,en,1997-08-28,19,19,82041
Laura Cruz,Ontario,Clark-Montoya,fr,1948-10-04,68,17,82042
Ian Spears,British Columbia,Caldwell-Jackson,fr,1982-04-13,35,28,82048
Patricia Craig,British Columbia,"Sandoval, Simon and Garcia",en,2000-02-12,17,17,82057
Linda Hall,Saskatchewan,Chavez Ltd,fr,1973-11-25,43,33,82072
Mrs. Jacqueline Hudson,Quebec,Frazier Ltd,fr,1977-07-19,39,31,82074
Christine Moses,Newfoundland and Labrador,"Peterson, Garner and Anderson",en,1996-11-28,20,20,82102
Ryan Flores,Newfoundland and Labrador,"Higgins, Kelly and Perez",en,1975-12-12,41,17,82103
William Thompson,Quebec,Wallace-Roman,fr,1988-05-21,29,17,82110
Jacob Johnson,Manitoba,"Caldwell, Houston and Edwards",en,1997-08-03,19,19,82116
Melissa Owens,Quebec,"Beck, Atkinson and Turner",fr,1955-07-31,61,26,82118
Spencer Vaughn,Nova Scotia,"Johnson, Bernard and Johnson",en,1945-03-01,72,17,82119
Deanna Mcpherson,Alberta,Morales PLC,fr,1972-09-24,44,23,82120
Marissa Burton,Newfoundland and Labrador,Strickland-Torres,fr,1983-10-11,33,22,82121
Laurie Garcia,Newfoundland and Labrador,"Allen, Daniels and Morgan",fr,1964-10-07,52,22,82137
Margaret Edwards,Nova Scotia,"Ashley, Banks and Ponce",fr,1987-07-07,29,29,82139
Tracy Garcia,Nova Scotia,Clark-Mccormick,fr,1973-08-21,43,33,82141
Kelsey Mccoy,New Brunswick,Holt and Sons,en,1968-05-06,49,35,82155
Jeffrey Burton,Ontario,Mcbride-Downs,en,1946-10-01,70,21,82166
Carlos Mcdonald,Ontario,Wise-Myers,fr,1993-10-12,23,23,82173
Jacob Archer,Prince Edward Island,Williams-Wheeler,en,1988-03-18,29,25,82176
Heather Washington,Saskatchewan,Maxwell LLC,en,1964-11-08,52,19,82178
Kenneth Hill,Saskatchewan,Daugherty-Hayden,en,1946-01-12,71,33,82196
Randy Lane,British Columbia,Lopez Ltd,en,1957-09-03,59,33,82200
Veronica Thomas,Nunavut,Nelson-Perez,en,1993-12-01,23,23,82208
Samantha Garcia,Prince Edward Island,Johnson Group,en,1986-09-20,30,18,82212
Susan Zamora,Manitoba,"Peters, Mullins and Perkins",fr,1945-02-17,72,31,82216
Jeffrey Page,Quebec,Garza LLC,fr,1941-09-22,75,27,82217
Derek Walker,Nova Scotia,Hawkins LLC,fr,1955-01-14,62,20,82225
Lori Ward,Quebec,Miller-Alvarez,fr,1967-09-29,49,25,82231
John Peterson,Northwest Territories,Johnson-Reese,en,1949-04-14,68,22,82239
Christopher King,British Columbia,"Rivera, Nichols and Scott",fr,1985-01-05,32,21,82241
Eugene Palmer,Alberta,"Pratt, Moore and Wells",en,1983-05-03,34,31,82243
Melissa Thompson,Nunavut,Turner Ltd,en,1982-01-31,35,21,82251
James Jackson,Newfoundland and Labrador,Miller and Sons,en,1981-01-10,36,18,82252
Jennifer Rice,New Brunswick,Flores Ltd,fr,1982-06-15,34,18,82281
Marie Williams,Ontario,Miller-Wilson,en,1955-11-24,61,24,82285
Anthony Rollins DDS,Nova Scotia,Carter Inc,fr,1951-09-05,65,26,82302
David Edwards,Saskatchewan,Ruiz-Powell,fr,1988-03-31,29,19,82305
Brandon Doyle,New Brunswick,Welch-Lam,en,1951-11-28,65,29,82322
Taylor King,Alberta,Smith PLC,en,1981-01-16,36,32,82325
Jacob Stewart,New Brunswick,"Spencer, Miller and Bentley",fr,1969-04-06,48,24,82327
Julia Coleman,Yukon Territory,Williams-Hernandez,en,1981-02-06,36,28,82328
Jennifer Fields,Nunavut,Medina Ltd,en,1967-05-22,50,22,82329
Brent Stokes,Nova Scotia,"Baldwin, Pena and Martinez",fr,1948-06-22,68,17,82330
Brian Lane,Nova Scotia,Gordon Ltd,fr,1970-03-12,47,23,82338
April Tyler,New Brunswick,Graves-Thomas,en,1960-04-18,57,31,82341
Lisa Herrera,New Brunswick,Trujillo-Deleon,fr,1945-03-29,72,33,82343
Laura Bradley,New Brunswick,Porter-Riley,en,1982-06-20,34,32,82353
John Shelton,Nova Scotia,Sandoval PLC,en,1988-03-31,29,18,82356
Angela Salazar,New Brunswick,"Robinson, Moore and Ferrell",en,1945-09-21,71,24,82375
Robert Snow,Prince Edward Island,Nguyen-Scott,en,1987-02-23,30,28,82378
Richard Lynch,Northwest Territories,Young-Bradley,fr,1983-04-07,34,20,82381
Andrea Hayes,Ontario,Taylor and Sons,en,1974-07-01,42,31,82385
Shaun Mason,Yukon Territory,Schmidt-Hubbard,fr,1942-03-25,75,34,82387
William Watson,Ontario,"Wong, Jackson and Lozano",fr,1984-07-15,32,17,82399
Eric Rose,British Columbia,"Martinez, Branch and Moses",fr,1950-06-19,66,22,82403
Nathan Mccann,Nunavut,Ward-Ferguson,en,1971-04-05,46,32,82410
Marie Ibarra,New Brunswick,"Miller, Tran and Young",en,1978-01-03,39,33,82416
Erica Austin,Manitoba,Martin-Martin,en,1953-02-07,64,27,82423
Alexander Curtis,British Columbia,Henry-Baker,en,1989-05-14,28,28,82431
Kathryn Rice,Alberta,Ellison and Sons,en,1987-03-16,30,17,82441
Margaret Jenkins,Ontario,King-Garza,fr,1988-05-07,29,29,82461
Michael Wright,Prince Edward Island,Larsen-Sanchez,en,1942-03-17,75,23,82462
Kari Jenkins,Nova Scotia,Miller Ltd,fr,1960-10-05,56,29,82466
Donald Clark,British Columbia,"Hebert, Wells and Ramirez",fr,1966-02-15,51,20,82472
Christopher Carter,Saskatchewan,Chung Group,fr,1998-01-26,19,19,82473
Jodi Hammond,New Brunswick,"Cannon, Schneider and Spears",en,1973-08-12,43,29,82479
Cynthia Cooper,Newfoundland and Labrador,Shaw PLC,en,1985-11-07,31,22,82484
Kyle Powers,British Columbia,Bennett-Gates,en,1949-02-02,68,27,82486
James Scott,Northwest Territories,Contreras-Peters,en,1997-02-19,20,20,82493
Cheryl Garcia,Alberta,Figueroa Inc,en,1944-06-26,72,21,82499
Joseph White,Nova Scotia,Duffy-Lutz,en,1977-08-25,39,25,82530
David Sharp,Alberta,Gay PLC,fr,1989-05-15,28,28,82531
Tracy Blackwell,Yukon Territory,"Sims, Cox and Rodriguez",en,1973-03-17,44,17,82541
Dr. Erica Smith,Nova Scotia,Martin-Stewart,en,1977-05-28,40,18,82546
John Graves,Saskatchewan,Nichols-Taylor,en,1977-12-01,39,30,82549
Mark Owen,Northwest Territories,Dunn and Sons,fr,1959-09-14,57,29,82557
Amber Morrison,Newfoundland and Labrador,James-Hill,fr,1969-09-29,47,27,82565
Bobby Cannon,Quebec,Wilson-Carter,en,1969-02-03,48,22,82572
Brianna Chen,Prince Edward Island,Sutton and Sons,fr,1979-01-10,38,30,82577
Tim Garcia,Nova Scotia,Johns-Orr,en,1996-07-29,20,20,82586
Joseph Benjamin,New Brunswick,"Clements, Arnold and Brooks",fr,1987-12-17,29,29,82591
Lori Nichols,Prince Edward Island,"White, Allen and Fletcher",en,1985-08-23,31,19,82596
Carl Martin,Quebec,Acosta Group,en,1946-08-05,70,28,82598
Tammy Price,Quebec,Smith Group,fr,1976-12-29,40,23,82607
Haley Fritz,Saskatchewan,"Williams, Escobar and Parks",fr,1949-11-30,67,31,82608
Sherry Smith,Quebec,Cox-Jones,fr,1972-07-02,44,34,82610
Ann Clarke,Nova Scotia,Robinson PLC,en,1982-09-20,34,21,82611
Cody Sullivan,Prince Edward Island,"Anderson, Hall and Riley",en,1998-10-26,18,18,82621
Stephanie Murray,Prince Edward Island,Nguyen-Jones,en,1982-10-07,34,17,82623
Laura Smith,Nova Scotia,Davis-Beck,en,1966-06-29,50,27,82626
Bonnie Holt,Northwest Territories,Wilson PLC,en,1998-10-03,18,18,82631
Tara Johnson,Prince Edward Island,Whitney Inc,fr,1966-09-17,50,25,82634
Lisa Pacheco,New Brunswick,Cooper-Atkinson,en,1944-01-18,73,25,82646
Richard Miller,Northwest Territories,Hanson-Hernandez,fr,1979-10-03,37,24,82647
Matthew Ayala,British Columbia,Morrison LLC,en,1948-10-03,68,32,82650
Sharon Jackson,Prince Edward Island,Martinez-Bean,en,1947-09-05,69,31,82676
Derek Rowland,New Brunswick,"Smith, Morrow and Larson",fr,1958-12-09,58,32,82677
Nicole Morgan,Alberta,Price Group,en,1948-11-30,68,35,82678
Dawn Lee MD,Newfoundland and Labrador,Massey-Bauer,fr,1952-07-05,64,35,82680
Jessica Dunn,Quebec,King-Mitchell,en,1997-09-22,19,19,82688
Kyle Lopez,Prince Edward Island,"Hamilton, Garrett and Mejia",fr,1986-06-21,30,20,82694
Crystal Miller,Manitoba,"Stevens, Jordan and Nunez",fr,1970-08-19,46,32,82695
Janice Lester,Ontario,Anderson Inc,en,1984-02-04,33,33,82697
Jason Clark,Alberta,Dickson LLC,fr,1969-12-24,47,20,82702
Andre Walters,New Brunswick,"Schneider, Vaughn and Stokes",fr,1946-07-28,70,31,82705
Julia Nelson,Nunavut,Humphrey Inc,fr,1982-06-15,34,20,82707
Cody Castro,New Brunswick,Nunez-Kirby,en,1947-01-24,70,23,82709
Amanda Kelly,Newfoundland and Labrador,Johnson-Martin,en,1998-06-17,18,18,82715
Steven Allen,Prince Edward Island,Ross-Howard,fr,1974-02-18,43,33,82721
Monica Brewer,Ontario,Adkins-Welch,en,1988-03-01,29,29,82726
Zachary Gibson,New Brunswick,Stephens LLC,fr,1975-09-15,41,32,82732
Linda Brown,New Brunswick,Martinez-Pierce,fr,1949-03-31,68,24,82741
Robert Aguilar,New Brunswick,"Hanson, Estrada and Jarvis",fr,2000-06-09,16,16,82742
Vanessa Scott,Prince Edward Island,Glover PLC,fr,1953-11-07,63,34,82743
Brittney Olson,Yukon Territory,West Group,fr,1977-03-25,40,28,82744
James Smith,British Columbia,Briggs Inc,en,1986-09-14,30,30,82746
Kristen Turner,Nunavut,Hamilton-Castillo,fr,1943-01-31,74,32,82748
Brett Lane,Nova Scotia,Luna PLC,en,1989-07-25,27,24,82749
William Moore,Nunavut,Contreras PLC,fr,1958-06-01,59,28,82750
Jordan Mccarty,Alberta,Wilson Inc,fr,1948-05-26,69,34,82751
Clayton Gardner,Nunavut,Sullivan LLC,fr,1956-02-08,61,18,82755
David Mcguire,Manitoba,"Norman, Hale and Lopez",fr,1979-10-09,37,22,82763
Nancy Bowen,Saskatchewan,Baker-Wong,en,1991-12-31,25,23,82765
Clifford Raymond,Nunavut,Johnson Ltd,en,1969-04-05,48,17,82778
Jennifer Hancock,Yukon Territory,Perez-Mcgee,en,1994-06-21,22,19,82780
Ruben Gomez,New Brunswick,Vance Inc,en,1949-05-28,68,25,82781
Curtis Mann,Quebec,Porter Inc,fr,1966-11-28,50,31,82784
Tyrone Patrick,British Columbia,"Weber, Jackson and Perez",en,1978-02-04,39,26,82786
Anna Gentry,Saskatchewan,"Roberts, Williams and Shields",fr,2000-07-15,16,16,82789
Heather Dodson,Northwest Territories,"Evans, Mitchell and Merritt",en,1978-07-25,38,19,82792
Doris Jones,Ontario,Rojas-Dixon,en,1965-04-10,52,28,82793
Morgan Turner,Nunavut,Prince LLC,en,1951-11-05,65,21,82797
Bianca Barnes,Newfoundland and Labrador,"Johnson, Kennedy and Rodriguez",fr,1982-12-23,34,28,82798
Lori Li,Saskatchewan,Lowery-Lopez,fr,1993-04-17,24,24,82800
Ashley Monroe,Saskatchewan,Avila Group,en,1968-10-30,48,32,82808
David Gonzalez,Ontario,Taylor-Adams,en,1970-05-18,47,18,82814
Timothy Brown,New Brunswick,Fitzgerald Inc,fr,1978-02-03,39,20,82818
Joshua Hawkins,New Brunswick,Stewart PLC,en,1972-05-04,45,35,82820
Rachel Castro,New Brunswick,"Bell, Miller and Williams",en,1992-03-31,25,25,82829
Christina Harris,New Brunswick,Walker Inc,en,1965-10-04,51,28,82831
David Morris,Newfoundland and Labrador,"Jenkins, Davidson and Leach",en,1995-02-28,22,22,82832
Donald Hall,Prince Edward Island,"Hoover, Martinez and Boyer",en,1968-01-08,49,22,82833
Kristin Carroll,Newfoundland and Labrador,"Serrano, Green and Morris",fr,1951-05-06,66,22,82835
Roberta Brooks,Nova Scotia,"Hendrix, Herman and Taylor",en,1994-03-26,23,23,82836
Amanda Bryan,Ontario,Phillips and Sons,fr,1971-05-26,46,19,82839
Dustin Henry,Nunavut,Rangel-Ramirez,en,1975-02-06,42,32,82847
Mr. Jeff James DVM,Yukon Territory,Sullivan LLC,en,1954-12-28,62,21,82855
Angela Johnson,British Columbia,"Krueger, Choi and Fletcher",en,1993-05-16,24,24,82863
Cody Salazar,Saskatchewan,Palmer-Stanton,en,1990-07-29,26,21,82874
Monica Harrison,Ontario,Smith PLC,fr,1995-01-09,22,22,82875
Joshua Green,Nunavut,Patrick-Kelley,fr,1941-08-09,75,33,82876
Cheyenne Oconnell,New Brunswick,Goodwin Ltd,fr,1996-07-13,20,18,82881
Heather Reeves,New Brunswick,"Figueroa, Poole and Michael",en,1956-03-21,61,30,82887
Sarah Garcia,Quebec,Cobb Ltd,en,1990-09-01,26,26,82900
Martin Velasquez,Yukon Territory,"Perez, Williams and Garcia",en,1976-10-11,40,17,82910
Alexandra Wilson,Manitoba,"Gordon, Mendez and Holmes",en,1951-01-29,66,25,82911
Alexander Salas,Nunavut,Griffith and Sons,fr,1994-09-09,22,22,82913
Scott Martin,Nova Scotia,Walker-Jordan,fr,1952-11-01,64,34,82918
Jeffrey Nunez,Nova Scotia,Hernandez-Ruiz,en,1953-02-01,64,32,82923
Shelly Doyle,Yukon Territory,King LLC,fr,1951-09-10,65,23,82932
Zachary Young,Nunavut,Ibarra PLC,fr,1945-06-16,71,26,82933
Christopher Griffith,Saskatchewan,Clark PLC,en,1974-04-02,43,19,82944
Jon Lewis,Nova Scotia,"Buchanan, Collins and Murphy",en,1997-11-09,19,19,82950
Cory Scott,Newfoundland and Labrador,"French, Foster and Garza",en,1958-04-22,59,31,82955
Richard Bailey,Manitoba,May and Sons,en,1948-11-20,68,30,82967
Lisa Osborne,New Brunswick,Beard-Parker,fr,1941-01-13,76,19,82972
Kendra Lopez,Yukon Territory,"Lopez, Snyder and Ortega",fr,1960-08-28,56,31,82973
Jacqueline Andrews,Prince Edward Island,"Howe, Frazier and Cline",fr,1975-04-26,42,19,82974
Nancy Graham,New Brunswick,Wyatt-Carson,en,1951-01-03,66,25,82998
Jordan Kaiser,Newfoundland and Labrador,"Williams, Wright and Page",en,1970-06-25,46,34,83008
Michelle Washington,Newfoundland and Labrador,"Thomas, Crawford and Williams",en,1967-02-21,50,35,83028
Kevin Lopez,Manitoba,Frost LLC,fr,1946-12-13,70,28,83029
Lauren White,Manitoba,"Smith, Martin and Nelson",en,1971-05-26,46,17,83040
Joshua Morales,Nova Scotia,Berger Inc,en,1945-01-16,72,29,83041
Stephen Lam,Nova Scotia,Hawkins-Carpenter,fr,1968-12-15,48,34,83044
Derrick Taylor,Nunavut,"Weiss, Hardy and Lewis",en,1985-03-31,32,32,83046
Matthew Delacruz,Nunavut,"Powell, Scott and Fox",en,1971-12-21,45,24,83048
Melissa Harris,Northwest Territories,"Butler, Harper and Austin",en,1948-08-11,68,35,83050
Mary Cannon,New Brunswick,Simmons-Trujillo,fr,1963-10-07,53,25,83051
Cassandra Myers,Manitoba,"Williams, Graves and Phillips",en,1999-06-08,17,17,83055
Patricia Murphy,Manitoba,Cox-Vazquez,fr,1941-09-08,75,35,83061
Justin Sanchez,Newfoundland and Labrador,Mills Group,en,1959-08-31,57,31,83063
Catherine Barnett,British Columbia,Burgess-Rivera,fr,1988-08-14,28,21,83069
Alexander Blake,Saskatchewan,"Jensen, Moore and Alvarez",en,1994-07-19,22,22,83074
Benjamin Peck,Newfoundland and Labrador,"Campbell, Butler and Davis",fr,1961-06-09,55,35,83081
Peter Johnson,Newfoundland and Labrador,Barry Ltd,en,1969-08-03,47,27,83090
Donna Zamora,Alberta,Davis PLC,en,1972-08-01,44,17,83092
Sarah White,Yukon Territory,"Davis, Thomas and Lester",fr,1963-11-10,53,32,83093
Shannon Miller,Prince Edward Island,"Tucker, Gates and Morris",en,1944-02-08,73,20,83094
Ian Smith,New Brunswick,"Lewis, Henry and Harris",en,1992-11-07,24,22,83107
Diane Kelly,Manitoba,Jones and Sons,en,1947-02-11,70,35,83108
Christopher Clay,New Brunswick,Bailey LLC,en,1989-05-10,28,17,83112
Emily Cross,Yukon Territory,Bates-Schwartz,fr,1966-10-27,50,34,83113
Patricia Marsh,Ontario,Warren Inc,fr,1952-06-29,64,29,83138
Justin Conley,New Brunswick,Jennings Inc,fr,1993-02-06,24,24,83142
Katherine Murillo,New Brunswick,Lee PLC,en,1991-11-24,25,25,83144
Margaret Adams,Manitoba,Ball LLC,en,1965-09-28,51,24,83152
George Medina,Newfoundland and Labrador,Clark-Mejia,en,1974-12-22,42,19,83174
Dawn Bradshaw,Prince Edward Island,Wood-Lopez,en,1978-07-31,38,24,83186
Jacob Oconnell,Yukon Territory,Solomon-Simon,en,1995-10-28,21,21,83187
Ashley Parsons,New Brunswick,Stuart-Knight,fr,1964-04-14,53,24,83189
Stephen Turner,British Columbia,"Manning, Ball and Mcknight",fr,1967-05-05,50,31,83190
Brandi Sims,Yukon Territory,"Harvey, Riley and Ware",fr,1986-01-11,31,29,83191
Andrew Moss,Nova Scotia,Martinez PLC,fr,1958-04-22,59,31,83197
William Ingram,Manitoba,Allen-Mason,en,1991-12-28,25,22,83203
Christopher Barnes,Nova Scotia,"Morris, Franklin and Willis",en,1954-05-30,63,23,83204
Susan Johnson,Newfoundland and Labrador,"Taylor, Williams and Gardner",fr,1961-08-14,55,29,83206
Marcus Benson,Prince Edward Island,"Hernandez, Morse and Cole",fr,1957-09-16,59,35,83207
Robert Lopez,Ontario,Johnson and Sons,fr,1996-08-10,20,20,83208
Bruce Deleon,Alberta,"Jones, Murray and Nelson",fr,1983-08-10,33,18,83209
Brandon Wade,Quebec,Lowery-Powell,fr,1941-06-16,75,33,83212
Nathaniel Santana,New Brunswick,"Carlson, Smith and Davenport",en,1945-12-29,71,27,83215
Joseph Bryant,Nova Scotia,Burke-Pittman,en,1969-04-23,48,31,83223
Pamela Reed DDS,Ontario,Foster and Sons,fr,1951-01-30,66,19,83245
Ronald Davis,Yukon Territory,"Smith, Monroe and Tate",en,1970-08-18,46,30,83256
Andrea Paul,Nova Scotia,Spencer-Herring,en,1945-10-10,71,22,83259
Shannon Morton,British Columbia,Johnson PLC,fr,1982-12-07,34,20,83260
Sabrina Stark,New Brunswick,Kline-Patterson,en,1962-04-10,55,21,83261
Kevin Abbott,New Brunswick,Arias PLC,fr,1990-03-06,27,27,83262
Dr. Erica Taylor,Northwest Territories,Small-Johnson,fr,1964-02-22,53,28,83263
Mark Williams,Yukon Territory,Wheeler Ltd,fr,1974-09-20,42,22,83268
Dawn Garcia,New Brunswick,Moore-Jackson,en,1958-10-05,58,35,83270
Brandon Brown,Ontario,Thompson and Sons,fr,1970-08-05,46,35,83275
Jennifer King,British Columbia,Taylor Ltd,en,1979-01-10,38,26,83276
Brandon Logan,Prince Edward Island,Garcia-Smith,en,1952-09-21,64,35,83288
Daniel Hale,Saskatchewan,"Williams, Jenkins and Fletcher",fr,1946-06-28,70,33,83289
Amy Carter,Ontario,Rodgers-Gonzalez,en,1950-05-16,67,26,83291
James Pugh,New Brunswick,"Salazar, Price and Wilson",en,1957-12-07,59,32,83295
Virginia Mcgrath,Ontario,"Potts, Fisher and Shepard",fr,1987-05-11,30,27,83309
Karen Rodriguez,Saskatchewan,Fischer-Perry,fr,1986-01-07,31,24,83316
Denise Ramos,Prince Edward Island,Swanson-Jackson,fr,1946-01-16,71,35,83320
Jade Villanueva,Alberta,James-Banks,en,1984-08-13,32,27,83327
Pamela Parker,Nunavut,West and Sons,fr,1997-07-18,19,19,83328
Mary Kent,Ontario,Lewis Group,en,1975-02-06,42,32,83329
Marissa Harrell,Quebec,Davis-Wilson,fr,1968-05-30,49,35,83332
Diamond Calderon,British Columbia,Johnson-Fleming,en,1960-08-30,56,28,83333
Elijah Moore,Newfoundland and Labrador,Hawkins-Valentine,fr,1995-10-18,21,21,83334
Michael Adams,Saskatchewan,Campbell-Morales,fr,1995-08-06,21,20,83338
Tyler Howell,Prince Edward Island,"Green, Phillips and Graham",fr,1994-03-31,23,23,83345
Rebecca Armstrong,New Brunswick,"Harmon, Smith and Torres",fr,1951-05-30,66,18,83346
Taylor Gray,Saskatchewan,Wright-Wong,fr,1949-06-09,67,29,83351
Shelley Wood,Quebec,Thompson LLC,fr,1975-05-12,42,29,83354
Raymond Wade,Ontario,"Cardenas, Hendricks and Greene",fr,1973-04-08,44,24,83380
Julie Chavez,Prince Edward Island,"Farmer, Ross and Preston",fr,1988-12-12,28,25,83384
Robert Ritter,Nova Scotia,"Powell, Chapman and Thornton",en,1959-03-08,58,19,83402
James Murphy,Manitoba,Kim-Frey,fr,1998-07-17,18,18,83410
Joseph Ray,Alberta,Miller PLC,fr,1953-08-11,63,34,83412
Larry Benson,Newfoundland and Labrador,"Pearson, Erickson and Acosta",en,1944-11-11,72,18,83413
Stacy Smith,Saskatchewan,"Johnson, Dean and Marquez",fr,1969-09-16,47,31,83415
Samuel Shelton,Yukon Territory,Craig-Bean,en,1966-01-13,51,29,83416
Ivan Parks,British Columbia,"Williams, Russell and Santana",en,1991-08-11,25,17,83417
Jeffery Fitzgerald,Ontario,Frazier-Tran,fr,1951-05-09,66,19,83420
Jeffery Rodriguez,New Brunswick,Sherman LLC,fr,1953-11-18,63,20,83422
Peter Long,Prince Edward Island,Lowery-Robinson,fr,1988-03-09,29,29,83426
James Avery,Nunavut,Williams LLC,en,1965-08-16,51,34,83427
Melinda Marshall,Nunavut,Butler-Mcdowell,en,1971-09-29,45,20,83430
Benjamin Hale,New Brunswick,Jackson-Andrews,fr,1966-11-01,50,35,83432
Connor Gallegos,Prince Edward Island,Stone and Sons,en,1958-12-29,58,22,83438
Javier Baird,Manitoba,"Palmer, Patton and Young",en,1977-12-08,39,17,83451
John Crawford,Newfoundland and Labrador,"Barnett, Baker and Scott",en,1970-11-25,46,26,83454
Victoria Boone,Prince Edward Island,"Todd, Kim and Rowland",fr,1959-10-26,57,24,83461
Nicholas Contreras,New Brunswick,Perez-Obrien,fr,1981-05-06,36,28,83467
Anthony Harris,New Brunswick,Daniels Ltd,en,1968-10-18,48,19,83477
Courtney White,Northwest Territories,"Lewis, Colon and Berry",fr,1989-08-05,27,27,83480
Richard Lee,Northwest Territories,Buchanan-Baird,en,1978-11-23,38,30,83482
Gary Moss,Newfoundland and Labrador,Cunningham Inc,en,1997-01-28,20,20,83484
Judy Wright,New Brunswick,"Hernandez, Moran and Brown",en,1995-07-20,21,21,83491
Jeffrey Lopez,British Columbia,Castaneda and Sons,en,1982-09-05,34,33,83506
Jeffrey Lloyd,Quebec,Moreno-Lopez,fr,1959-03-07,58,25,83523
Daniel Cantrell,British Columbia,"Hernandez, Cobb and Bowen",en,1994-01-26,23,23,83534
Amanda Palmer,Quebec,Bennett Ltd,en,1963-10-02,53,23,83537
Sara Mcdowell,Saskatchewan,Cherry-Anderson,en,1954-04-26,63,22,83538
Holly Barnett,Manitoba,"Mccormick, Dalton and Patel",fr,1992-01-12,25,25,83569
Vanessa Ramos,Newfoundland and Labrador,Cook PLC,fr,1986-09-16,30,28,83570
James Mann,Saskatchewan,Cuevas Inc,en,1985-06-24,31,31,83575
Tiffany Patterson,Manitoba,Taylor-Perez,fr,1996-02-14,21,18,83582
Bryan Randall,Alberta,Moreno-Guzman,fr,1968-06-16,48,19,83595
Robert Green,Prince Edward Island,"Perez, James and Nichols",fr,1954-04-19,63,25,83598
James Long,Quebec,Garrett-Young,en,1977-08-29,39,17,83602
Jason Hardy,Northwest Territories,Hansen-Carroll,fr,1959-01-20,58,24,83603
Vincent Ramirez,Prince Edward Island,"Cunningham, Gaines and Melendez",fr,1954-11-24,62,28,83607
Matthew Moses,New Brunswick,"Smith, Collins and Leblanc",en,1955-03-11,62,34,83608
Linda Harrington,Northwest Territories,"Fletcher, Nielsen and Holt",fr,1968-06-18,48,21,83616
Jennifer Fletcher,Prince Edward Island,Scott Ltd,en,1986-10-12,30,30,83619
Erik Weaver,Nunavut,Hill-Colon,fr,1982-12-13,34,32,83621
Brian Odom,Prince Edward Island,Jones-Williams,en,1959-06-07,57,22,83638
Mr. Justin Garza,New Brunswick,Johnson-Carter,fr,1946-10-01,70,28,83658
Deborah Williams,Manitoba,Wolf-Elliott,en,1954-10-12,62,32,83659
Alyssa Smith,Nunavut,Baldwin Inc,en,1978-07-15,38,23,83660
Bridget Patton,Nunavut,"Gutierrez, Lara and Hood",en,1958-03-02,59,25,83662
Tracy Hart,Prince Edward Island,Hines-Barrera,fr,1983-06-02,33,27,83668
Karen Phillips,Nunavut,Davis-Adams,fr,1951-09-08,65,35,83675
Michele Lopez,Prince Edward Island,"Wood, Bender and Bowers",en,1969-04-08,48,35,83682
Felicia Young,Northwest Territories,Powell-Miles,en,1955-06-05,61,22,83691
Lindsey Blanchard,Saskatchewan,Davis-Johnson,fr,1971-10-12,45,25,83694
Patrick Jones,Yukon Territory,Banks LLC,fr,1943-09-27,73,21,83697
